年齢,職業,婚姻,学歴,債務不履行,平均残高,住宅ローン,個人ローン,連絡手段,最終通話日,最終通話月,最終通話秒数,通話回数_販促中,前回販促後_経過日数,通話回数_販促前,前回販促結果,今回販促結果
41,management,married,tertiary,いいえ,9935,いいえ,いいえ,telephone,21,nov,49,1,-1,0,unknown,失敗
51,management,divorced,tertiary,いいえ,318,はい,いいえ,cellular,6,may,102,2,355,2,failure,失敗
45,blue-collar,married,primary,いいえ,186,いいえ,いいえ,unknown,20,jun,554,2,-1,0,unknown,失敗
33,services,single,secondary,いいえ,133,いいえ,いいえ,cellular,14,jan,305,2,274,1,success,成功
45,blue-collar,married,primary,いいえ,1297,はい,いいえ,unknown,6,may,233,2,-1,0,unknown,失敗
30,technician,single,secondary,いいえ,276,いいえ,はい,cellular,25,aug,159,5,-1,0,unknown,失敗
56,admin.,divorced,secondary,いいえ,-429,いいえ,はい,cellular,19,nov,120,2,119,4,failure,失敗
37,services,married,secondary,いいえ,78,はい,いいえ,unknown,7,may,295,2,-1,0,unknown,失敗
41,blue-collar,married,secondary,いいえ,1354,はい,いいえ,cellular,4,may,106,2,-1,0,unknown,失敗
57,admin.,divorced,secondary,いいえ,1878,はい,いいえ,cellular,17,nov,219,1,-1,0,unknown,失敗
30,admin.,single,tertiary,いいえ,33,はい,いいえ,cellular,25,jul,396,1,-1,0,unknown,失敗
36,admin.,divorced,secondary,いいえ,11,いいえ,いいえ,cellular,19,aug,97,2,-1,0,unknown,失敗
49,services,divorced,secondary,いいえ,470,はい,いいえ,unknown,9,may,659,2,-1,0,unknown,失敗
36,admin.,single,secondary,いいえ,185,はい,いいえ,cellular,15,may,61,4,371,5,other,失敗
29,blue-collar,single,primary,いいえ,365,はい,はい,cellular,5,feb,72,1,274,2,failure,失敗
33,management,single,tertiary,いいえ,1120,いいえ,いいえ,cellular,11,aug,1070,2,-1,0,unknown,成功
41,management,married,secondary,いいえ,49,はい,いいえ,cellular,28,jul,534,8,-1,0,unknown,失敗
49,blue-collar,married,primary,いいえ,512,はい,はい,cellular,21,nov,126,1,-1,0,unknown,失敗
31,blue-collar,married,secondary,いいえ,873,はい,いいえ,unknown,23,may,145,4,-1,0,unknown,失敗
41,blue-collar,married,secondary,いいえ,2039,はい,いいえ,cellular,8,may,729,1,-1,0,unknown,成功
27,student,single,secondary,いいえ,217,はい,いいえ,unknown,8,may,319,1,-1,0,unknown,失敗
54,housemaid,married,secondary,いいえ,167,はい,いいえ,unknown,20,may,547,7,-1,0,unknown,失敗
26,technician,single,tertiary,いいえ,813,はい,いいえ,unknown,29,may,140,3,-1,0,unknown,失敗
55,services,married,secondary,いいえ,1989,いいえ,いいえ,cellular,28,apr,139,2,-1,0,unknown,失敗
43,management,single,tertiary,いいえ,1304,いいえ,いいえ,cellular,6,aug,501,2,-1,0,unknown,成功
31,technician,married,secondary,いいえ,4,いいえ,いいえ,unknown,20,may,199,4,-1,0,unknown,失敗
60,technician,married,secondary,いいえ,0,いいえ,いいえ,cellular,19,aug,83,2,-1,0,unknown,失敗
37,blue-collar,single,secondary,いいえ,7622,はい,はい,telephone,6,may,111,1,-1,0,unknown,失敗
44,blue-collar,married,secondary,いいえ,1127,いいえ,いいえ,cellular,16,jun,399,1,-1,0,unknown,失敗
39,management,single,tertiary,いいえ,416,いいえ,いいえ,cellular,23,oct,56,4,-1,0,unknown,失敗
67,blue-collar,married,secondary,いいえ,16353,いいえ,いいえ,cellular,27,oct,223,2,-1,0,unknown,失敗
29,unemployed,single,secondary,いいえ,12,はい,いいえ,cellular,29,jan,298,3,-1,0,unknown,失敗
45,blue-collar,married,secondary,いいえ,746,はい,いいえ,cellular,11,may,261,1,-1,0,unknown,失敗
51,management,married,tertiary,いいえ,4,はい,いいえ,cellular,21,nov,58,2,-1,0,unknown,失敗
38,blue-collar,married,secondary,いいえ,526,はい,はい,unknown,23,may,553,2,-1,0,unknown,失敗
44,blue-collar,single,primary,いいえ,287,いいえ,いいえ,cellular,29,jan,301,1,-1,0,unknown,失敗
50,housemaid,married,primary,いいえ,1098,いいえ,いいえ,unknown,20,jun,174,3,-1,0,unknown,失敗
52,admin.,divorced,unknown,いいえ,0,いいえ,いいえ,cellular,26,aug,168,4,-1,0,unknown,失敗
56,blue-collar,married,secondary,いいえ,126,いいえ,いいえ,cellular,14,may,113,2,-1,0,unknown,失敗
47,unknown,married,secondary,いいえ,74,いいえ,いいえ,cellular,8,aug,88,2,-1,0,unknown,失敗
76,retired,divorced,primary,いいえ,3049,いいえ,いいえ,cellular,24,mar,170,3,-1,0,unknown,成功
43,technician,married,tertiary,いいえ,743,はい,いいえ,unknown,7,may,134,2,-1,0,unknown,失敗
35,self-employed,married,secondary,いいえ,573,はい,はい,cellular,22,aug,140,8,-1,0,unknown,失敗
32,entrepreneur,single,tertiary,いいえ,7641,はい,はい,cellular,21,nov,39,10,-1,0,unknown,失敗
26,services,single,tertiary,いいえ,130,はい,いいえ,cellular,14,may,24,7,302,1,failure,失敗
41,services,married,primary,いいえ,4903,はい,いいえ,cellular,19,nov,223,2,-1,0,unknown,失敗
36,admin.,married,secondary,いいえ,898,いいえ,いいえ,cellular,15,jul,118,5,-1,0,unknown,失敗
35,blue-collar,married,secondary,いいえ,1055,いいえ,いいえ,unknown,18,nov,150,2,-1,0,unknown,成功
59,retired,married,tertiary,いいえ,6108,はい,いいえ,cellular,17,jul,796,2,-1,0,unknown,失敗
36,blue-collar,married,secondary,いいえ,-42,いいえ,はい,cellular,2,feb,521,2,193,2,other,失敗
27,management,single,primary,はい,13,いいえ,いいえ,cellular,30,jan,475,3,-1,0,unknown,成功
33,admin.,single,secondary,いいえ,395,はい,いいえ,unknown,12,may,95,8,-1,0,unknown,失敗
31,management,single,tertiary,いいえ,606,はい,いいえ,unknown,9,may,111,2,-1,0,unknown,失敗
58,retired,married,secondary,いいえ,4700,いいえ,いいえ,telephone,16,feb,93,6,-1,0,unknown,失敗
30,student,single,secondary,いいえ,61,いいえ,はい,cellular,5,feb,133,5,8,2,other,失敗
33,technician,single,tertiary,いいえ,27,いいえ,いいえ,cellular,19,aug,332,2,-1,0,unknown,失敗
39,technician,single,secondary,いいえ,0,はい,はい,cellular,5,feb,95,4,-1,0,unknown,失敗
60,retired,divorced,secondary,いいえ,1382,いいえ,いいえ,cellular,30,jul,112,10,-1,0,unknown,失敗
36,admin.,single,tertiary,いいえ,5007,はい,いいえ,cellular,8,oct,135,3,331,4,failure,失敗
31,management,single,tertiary,いいえ,816,はい,いいえ,cellular,26,may,302,1,40,1,failure,失敗
44,self-employed,married,secondary,いいえ,6553,いいえ,いいえ,unknown,16,jun,195,2,-1,0,unknown,失敗
38,blue-collar,married,secondary,いいえ,961,はい,いいえ,unknown,16,may,346,1,-1,0,unknown,失敗
60,retired,married,secondary,いいえ,1091,いいえ,はい,telephone,15,jul,778,3,-1,0,unknown,失敗
49,management,divorced,secondary,いいえ,-46,はい,いいえ,unknown,9,jun,1055,10,-1,0,unknown,成功
38,admin.,single,secondary,はい,-61,いいえ,はい,cellular,18,jul,102,2,-1,0,unknown,失敗
39,blue-collar,single,secondary,いいえ,631,はい,いいえ,cellular,12,may,57,2,344,8,other,失敗
33,blue-collar,married,primary,いいえ,-191,はい,はい,cellular,9,jul,1290,4,-1,0,unknown,成功
45,admin.,divorced,secondary,いいえ,440,いいえ,いいえ,cellular,30,jan,91,1,2,1,other,失敗
44,services,married,primary,いいえ,1161,はい,いいえ,unknown,19,may,110,5,-1,0,unknown,失敗
41,self-employed,married,primary,いいえ,340,いいえ,いいえ,unknown,6,jun,37,3,-1,0,unknown,失敗
48,technician,married,secondary,いいえ,3519,いいえ,はい,cellular,26,feb,229,1,60,2,failure,失敗
56,blue-collar,divorced,secondary,いいえ,934,いいえ,いいえ,cellular,29,jul,375,2,-1,0,unknown,失敗
29,blue-collar,single,primary,いいえ,-63,はい,いいえ,unknown,16,may,410,3,-1,0,unknown,失敗
30,services,married,secondary,いいえ,2261,はい,はい,cellular,8,jul,250,2,-1,0,unknown,失敗
32,services,single,secondary,いいえ,49,はい,いいえ,cellular,17,apr,184,4,-1,0,unknown,失敗
41,management,married,tertiary,いいえ,24,いいえ,いいえ,cellular,27,aug,130,8,-1,0,unknown,失敗
34,blue-collar,married,secondary,いいえ,262,いいえ,いいえ,cellular,15,sep,89,2,106,1,success,成功
57,retired,married,primary,いいえ,243,いいえ,いいえ,cellular,8,aug,108,4,-1,0,unknown,失敗
62,retired,married,primary,いいえ,1742,いいえ,いいえ,cellular,14,jun,167,2,98,6,other,成功
51,management,married,tertiary,いいえ,437,はい,いいえ,cellular,6,may,109,1,-1,0,unknown,失敗
56,retired,married,primary,いいえ,340,はい,いいえ,cellular,21,jul,1220,1,-1,0,unknown,失敗
29,blue-collar,married,secondary,いいえ,185,はい,はい,unknown,5,jun,471,3,-1,0,unknown,失敗
37,admin.,married,secondary,いいえ,3420,いいえ,いいえ,telephone,12,aug,92,1,-1,0,unknown,失敗
52,blue-collar,married,primary,いいえ,-211,はい,はい,unknown,28,may,153,2,-1,0,unknown,失敗
59,retired,married,unknown,いいえ,201,いいえ,いいえ,cellular,31,jul,69,7,-1,0,unknown,失敗
34,technician,single,secondary,いいえ,18777,はい,いいえ,cellular,18,nov,535,1,-1,0,unknown,失敗
34,technician,married,tertiary,いいえ,8077,はい,いいえ,cellular,20,nov,278,2,-1,0,unknown,失敗
43,technician,married,tertiary,いいえ,5145,いいえ,いいえ,cellular,7,aug,51,7,-1,0,unknown,失敗
27,management,single,tertiary,いいえ,212,はい,いいえ,cellular,15,may,373,1,-1,0,unknown,失敗
57,management,married,secondary,いいえ,287,いいえ,はい,cellular,5,feb,75,1,8,2,other,失敗
41,services,single,secondary,いいえ,-278,はい,いいえ,cellular,7,may,17,5,360,3,failure,失敗
36,management,married,tertiary,いいえ,324,いいえ,いいえ,cellular,18,aug,104,4,-1,0,unknown,失敗
33,blue-collar,single,secondary,いいえ,706,はい,いいえ,cellular,7,apr,329,1,322,1,failure,失敗
30,blue-collar,married,secondary,いいえ,1780,はい,いいえ,unknown,28,may,116,12,-1,0,unknown,失敗
47,student,single,unknown,いいえ,107,いいえ,いいえ,telephone,15,jul,119,8,-1,0,unknown,失敗
37,management,married,tertiary,いいえ,410,いいえ,いいえ,cellular,29,jan,337,2,-1,0,unknown,失敗
33,unemployed,single,tertiary,いいえ,1716,はい,いいえ,unknown,7,may,396,2,-1,0,unknown,失敗
34,services,married,secondary,いいえ,-102,はい,いいえ,cellular,18,jul,185,1,-1,0,unknown,失敗
50,blue-collar,married,primary,いいえ,2167,いいえ,いいえ,cellular,11,aug,123,2,-1,0,unknown,失敗
27,management,single,secondary,いいえ,967,はい,いいえ,unknown,21,may,162,1,-1,0,unknown,失敗
32,admin.,married,secondary,いいえ,1078,はい,いいえ,cellular,16,apr,177,1,-1,0,unknown,失敗
22,student,single,secondary,いいえ,148,いいえ,いいえ,cellular,2,feb,928,1,-1,0,unknown,失敗
55,retired,married,secondary,いいえ,466,いいえ,いいえ,unknown,17,jun,287,4,-1,0,unknown,失敗
40,technician,single,secondary,いいえ,360,はい,いいえ,unknown,9,may,73,1,-1,0,unknown,失敗
35,technician,married,secondary,いいえ,1577,はい,はい,cellular,17,nov,53,1,-1,0,unknown,失敗
43,admin.,single,secondary,いいえ,309,はい,いいえ,telephone,6,feb,24,5,276,1,other,失敗
26,student,single,secondary,いいえ,766,いいえ,いいえ,cellular,9,apr,125,6,-1,0,unknown,失敗
46,management,single,tertiary,いいえ,1631,はい,いいえ,cellular,17,apr,175,1,-1,0,unknown,失敗
58,retired,married,primary,いいえ,565,いいえ,いいえ,telephone,8,oct,153,1,93,1,success,成功
38,blue-collar,married,secondary,いいえ,0,はい,いいえ,unknown,9,jun,254,1,-1,0,unknown,失敗
41,self-employed,married,tertiary,いいえ,57,いいえ,いいえ,cellular,19,aug,61,5,-1,0,unknown,失敗
41,blue-collar,married,secondary,いいえ,4900,はい,いいえ,telephone,31,jul,121,2,-1,0,unknown,失敗
30,technician,single,secondary,いいえ,237,はい,いいえ,cellular,5,may,39,1,-1,0,unknown,失敗
47,technician,married,unknown,いいえ,751,はい,いいえ,cellular,24,jul,99,1,-1,0,unknown,失敗
32,technician,married,tertiary,いいえ,1352,いいえ,いいえ,cellular,20,nov,221,3,-1,0,unknown,失敗
42,blue-collar,married,secondary,いいえ,0,はい,いいえ,unknown,9,jul,137,16,-1,0,unknown,失敗
32,technician,single,secondary,いいえ,230,はい,いいえ,cellular,18,may,442,1,266,8,failure,成功
40,blue-collar,married,primary,いいえ,902,はい,いいえ,unknown,15,may,619,4,-1,0,unknown,失敗
43,technician,married,secondary,いいえ,1937,はい,いいえ,unknown,5,may,181,1,-1,0,unknown,失敗
40,technician,single,secondary,いいえ,287,はい,いいえ,cellular,8,may,69,1,298,3,failure,失敗
51,technician,married,secondary,いいえ,47,いいえ,いいえ,cellular,18,aug,54,4,-1,0,unknown,失敗
33,services,divorced,secondary,いいえ,437,はい,いいえ,cellular,15,jul,184,2,-1,0,unknown,失敗
34,management,divorced,tertiary,いいえ,2240,いいえ,いいえ,cellular,8,sep,220,2,184,3,success,成功
46,blue-collar,married,primary,いいえ,4,いいえ,はい,unknown,20,jun,166,1,-1,0,unknown,失敗
42,services,married,secondary,いいえ,1370,はい,いいえ,cellular,15,may,36,2,-1,0,unknown,失敗
37,technician,married,secondary,いいえ,1120,はい,いいえ,cellular,29,jan,88,3,244,5,failure,失敗
39,self-employed,married,tertiary,いいえ,-176,はい,いいえ,unknown,15,may,156,13,-1,0,unknown,失敗
63,retired,divorced,secondary,いいえ,4833,いいえ,いいえ,cellular,14,aug,415,1,-1,0,unknown,失敗
35,management,divorced,tertiary,いいえ,3837,はい,いいえ,unknown,8,may,1084,1,-1,0,unknown,成功
46,admin.,divorced,secondary,いいえ,-637,はい,いいえ,cellular,8,may,218,1,172,1,failure,失敗
29,blue-collar,married,secondary,いいえ,297,はい,いいえ,cellular,17,apr,240,2,-1,0,unknown,失敗
36,blue-collar,married,secondary,いいえ,0,はい,いいえ,telephone,8,may,91,2,170,2,failure,失敗
40,admin.,single,primary,いいえ,1970,いいえ,いいえ,cellular,8,may,579,1,-1,0,unknown,失敗
39,blue-collar,married,primary,いいえ,3324,いいえ,いいえ,cellular,9,jul,108,1,-1,0,unknown,失敗
38,admin.,single,secondary,いいえ,262,いいえ,いいえ,cellular,3,feb,315,2,180,6,failure,成功
29,management,divorced,tertiary,いいえ,607,はい,はい,unknown,8,may,240,3,-1,0,unknown,失敗
24,services,single,secondary,いいえ,281,はい,いいえ,cellular,8,may,211,2,337,3,other,失敗
39,services,single,secondary,いいえ,326,はい,いいえ,unknown,27,may,115,1,-1,0,unknown,失敗
39,technician,married,secondary,いいえ,-295,はい,いいえ,unknown,2,jun,288,1,-1,0,unknown,失敗
37,blue-collar,married,primary,いいえ,240,はい,いいえ,cellular,11,may,259,1,370,2,other,失敗
45,management,married,tertiary,いいえ,-73,いいえ,いいえ,cellular,18,nov,125,2,-1,0,unknown,失敗
38,blue-collar,married,primary,いいえ,346,いいえ,いいえ,cellular,6,feb,15,3,9,3,other,失敗
31,entrepreneur,divorced,secondary,いいえ,290,はい,いいえ,cellular,13,apr,230,1,-1,0,unknown,失敗
32,blue-collar,single,secondary,いいえ,2285,はい,いいえ,unknown,14,may,413,2,-1,0,unknown,失敗
35,blue-collar,married,secondary,いいえ,2737,はい,いいえ,cellular,13,may,199,3,-1,0,unknown,失敗
37,technician,single,unknown,いいえ,334,いいえ,はい,cellular,25,jul,442,12,-1,0,unknown,失敗
57,blue-collar,married,primary,いいえ,60,いいえ,いいえ,unknown,5,jun,90,1,-1,0,unknown,失敗
31,blue-collar,married,unknown,いいえ,-357,はい,いいえ,unknown,23,may,245,4,-1,0,unknown,失敗
55,blue-collar,married,secondary,いいえ,1765,はい,いいえ,cellular,5,feb,445,1,267,1,failure,失敗
34,technician,divorced,secondary,いいえ,347,いいえ,いいえ,cellular,29,aug,15,14,-1,0,unknown,失敗
54,management,married,tertiary,いいえ,1598,いいえ,はい,cellular,21,jul,312,1,-1,0,unknown,失敗
33,unemployed,married,secondary,いいえ,229,はい,いいえ,unknown,8,may,205,4,-1,0,unknown,失敗
36,management,married,secondary,いいえ,2637,いいえ,いいえ,unknown,4,jul,219,1,-1,0,unknown,失敗
46,admin.,married,secondary,いいえ,3098,はい,いいえ,telephone,21,nov,192,9,-1,0,unknown,失敗
34,management,married,tertiary,いいえ,101,いいえ,いいえ,cellular,8,aug,472,2,-1,0,unknown,失敗
53,blue-collar,married,unknown,いいえ,1202,はい,いいえ,unknown,29,may,332,2,-1,0,unknown,失敗
30,admin.,single,secondary,いいえ,1374,はい,いいえ,unknown,13,may,207,1,-1,0,unknown,失敗
71,retired,divorced,tertiary,はい,1236,はい,いいえ,cellular,14,sep,335,4,-1,0,unknown,成功
48,services,married,secondary,いいえ,328,いいえ,いいえ,unknown,6,jun,189,1,-1,0,unknown,失敗
44,blue-collar,married,unknown,いいえ,189,はい,いいえ,unknown,26,may,175,3,-1,0,unknown,失敗
34,unemployed,married,tertiary,いいえ,582,はい,いいえ,cellular,9,feb,189,3,-1,0,unknown,失敗
70,retired,married,secondary,いいえ,2064,いいえ,いいえ,cellular,22,oct,334,1,-1,0,unknown,失敗
44,blue-collar,single,primary,いいえ,1593,はい,いいえ,unknown,29,may,828,3,-1,0,unknown,成功
44,entrepreneur,divorced,secondary,いいえ,456,いいえ,いいえ,unknown,20,jun,110,3,-1,0,unknown,失敗
25,blue-collar,married,secondary,いいえ,53,はい,いいえ,unknown,13,may,331,2,-1,0,unknown,失敗
46,housemaid,married,primary,いいえ,17,いいえ,いいえ,unknown,17,jun,72,1,-1,0,unknown,失敗
42,management,married,secondary,いいえ,0,はい,はい,cellular,2,feb,854,1,-1,0,unknown,失敗
45,blue-collar,married,primary,いいえ,333,はい,いいえ,unknown,13,may,160,3,-1,0,unknown,失敗
37,management,single,tertiary,いいえ,2265,はい,いいえ,cellular,16,jul,64,1,-1,0,unknown,失敗
39,management,divorced,tertiary,いいえ,5009,はい,いいえ,cellular,18,nov,255,1,126,2,failure,失敗
49,blue-collar,married,primary,いいえ,-57,いいえ,いいえ,telephone,23,jul,161,2,-1,0,unknown,失敗
41,blue-collar,single,secondary,いいえ,6393,はい,いいえ,cellular,15,may,128,3,-1,0,unknown,失敗
34,admin.,single,secondary,いいえ,0,はい,いいえ,cellular,17,nov,214,1,174,2,failure,失敗
57,housemaid,married,primary,いいえ,501,はい,はい,cellular,7,aug,59,2,-1,0,unknown,失敗
29,technician,single,secondary,いいえ,590,いいえ,いいえ,cellular,27,aug,81,1,94,1,success,成功
55,entrepreneur,divorced,secondary,いいえ,1553,いいえ,いいえ,cellular,30,jul,85,3,-1,0,unknown,失敗
31,unemployed,divorced,secondary,いいえ,1144,はい,いいえ,cellular,8,may,65,2,367,1,failure,失敗
38,blue-collar,married,primary,いいえ,14,はい,はい,cellular,12,may,317,2,-1,0,unknown,失敗
40,blue-collar,married,unknown,いいえ,638,はい,はい,cellular,6,feb,68,3,254,2,failure,失敗
50,retired,married,primary,いいえ,1098,いいえ,いいえ,unknown,17,jun,168,1,-1,0,unknown,失敗
51,blue-collar,married,tertiary,いいえ,2404,はい,いいえ,telephone,20,nov,30,1,-1,0,unknown,失敗
28,admin.,married,secondary,いいえ,172,はい,いいえ,cellular,19,oct,123,2,-1,0,unknown,失敗
36,blue-collar,divorced,secondary,いいえ,853,いいえ,いいえ,unknown,20,jun,15,12,-1,0,unknown,失敗
33,technician,single,tertiary,いいえ,109,はい,はい,telephone,15,may,12,4,176,3,other,失敗
36,technician,single,secondary,いいえ,376,いいえ,いいえ,cellular,13,aug,479,1,-1,0,unknown,成功
60,housemaid,divorced,tertiary,いいえ,662,いいえ,いいえ,unknown,20,jun,241,4,-1,0,unknown,失敗
36,blue-collar,married,primary,いいえ,300,はい,いいえ,cellular,12,may,57,1,342,1,failure,失敗
53,blue-collar,married,primary,いいえ,2018,はい,はい,cellular,17,apr,212,1,-1,0,unknown,失敗
35,management,married,secondary,いいえ,291,はい,いいえ,unknown,26,may,327,1,-1,0,unknown,失敗
45,blue-collar,married,secondary,いいえ,61,はい,いいえ,unknown,26,may,745,4,-1,0,unknown,成功
51,management,married,tertiary,いいえ,248,はい,はい,cellular,17,nov,139,2,126,3,failure,失敗
57,housemaid,married,primary,いいえ,2234,いいえ,いいえ,unknown,11,jun,201,5,-1,0,unknown,失敗
50,technician,married,secondary,いいえ,0,はい,はい,cellular,18,nov,126,2,-1,0,unknown,失敗
57,blue-collar,married,secondary,いいえ,221,はい,いいえ,unknown,9,may,122,2,-1,0,unknown,失敗
23,services,single,secondary,いいえ,1393,はい,はい,cellular,18,may,42,8,-1,0,unknown,失敗
56,services,married,secondary,いいえ,0,いいえ,いいえ,cellular,13,aug,112,4,-1,0,unknown,失敗
38,entrepreneur,married,secondary,いいえ,868,いいえ,いいえ,cellular,20,nov,452,2,-1,0,unknown,失敗
27,technician,single,secondary,いいえ,740,はい,いいえ,cellular,5,may,294,1,-1,0,unknown,失敗
54,services,single,secondary,いいえ,8289,いいえ,いいえ,unknown,26,jun,133,2,-1,0,unknown,失敗
59,management,married,tertiary,いいえ,1726,いいえ,はい,cellular,8,jul,137,3,-1,0,unknown,失敗
39,admin.,single,secondary,いいえ,762,はい,いいえ,unknown,8,may,288,1,-1,0,unknown,失敗
47,technician,divorced,tertiary,いいえ,405,はい,いいえ,cellular,30,jan,236,1,260,1,failure,失敗
59,retired,married,secondary,いいえ,12438,いいえ,いいえ,cellular,5,aug,91,1,-1,0,unknown,失敗
39,management,divorced,tertiary,いいえ,133,はい,いいえ,unknown,28,may,136,2,-1,0,unknown,失敗
59,management,single,tertiary,いいえ,7668,いいえ,いいえ,cellular,5,aug,124,1,-1,0,unknown,失敗
59,unknown,married,primary,いいえ,1470,いいえ,いいえ,unknown,5,jun,74,1,-1,0,unknown,失敗
43,technician,single,secondary,いいえ,799,はい,はい,unknown,29,may,13,3,-1,0,unknown,失敗
38,admin.,divorced,secondary,いいえ,308,はい,いいえ,unknown,6,may,102,1,-1,0,unknown,失敗
57,entrepreneur,married,unknown,いいえ,618,はい,いいえ,unknown,8,may,10,7,-1,0,unknown,失敗
27,blue-collar,married,secondary,いいえ,613,はい,いいえ,unknown,19,may,65,3,-1,0,unknown,失敗
31,self-employed,married,secondary,いいえ,263,はい,いいえ,unknown,13,may,150,2,-1,0,unknown,失敗
34,management,single,tertiary,いいえ,1049,はい,いいえ,cellular,11,jul,55,1,-1,0,unknown,失敗
27,technician,single,secondary,いいえ,90,いいえ,いいえ,cellular,2,feb,82,3,-1,0,unknown,失敗
31,technician,single,secondary,いいえ,2916,いいえ,いいえ,cellular,14,aug,174,2,-1,0,unknown,失敗
42,self-employed,married,tertiary,いいえ,-1781,はい,はい,cellular,7,aug,197,2,-1,0,unknown,失敗
32,blue-collar,married,secondary,いいえ,536,はい,いいえ,unknown,9,may,208,2,-1,0,unknown,失敗
50,blue-collar,married,primary,いいえ,4108,はい,いいえ,cellular,7,aug,526,2,-1,0,unknown,成功
29,services,single,secondary,いいえ,102,いいえ,いいえ,cellular,12,jul,154,1,182,5,failure,失敗
41,blue-collar,married,primary,いいえ,686,はい,いいえ,cellular,21,nov,888,3,-1,0,unknown,失敗
51,blue-collar,married,primary,いいえ,864,はい,いいえ,cellular,13,may,321,1,-1,0,unknown,失敗
31,management,married,tertiary,いいえ,4761,はい,いいえ,unknown,20,may,239,2,-1,0,unknown,失敗
28,student,married,tertiary,いいえ,803,はい,いいえ,cellular,25,may,324,1,-1,0,unknown,失敗
31,technician,married,secondary,いいえ,0,はい,いいえ,cellular,30,jul,126,3,-1,0,unknown,失敗
53,blue-collar,married,secondary,いいえ,913,はい,いいえ,cellular,23,jul,730,1,-1,0,unknown,失敗
35,admin.,divorced,secondary,いいえ,20,いいえ,はい,cellular,17,jul,287,1,-1,0,unknown,失敗
59,admin.,married,unknown,いいえ,64343,いいえ,いいえ,cellular,6,aug,45,4,-1,0,unknown,失敗
59,housemaid,married,secondary,いいえ,345,いいえ,いいえ,unknown,9,jun,38,1,-1,0,unknown,失敗
47,management,single,tertiary,いいえ,6651,いいえ,いいえ,cellular,8,jul,229,1,412,2,failure,成功
34,technician,single,secondary,いいえ,1866,いいえ,いいえ,cellular,8,may,134,3,185,1,failure,失敗
54,retired,married,secondary,いいえ,785,はい,いいえ,unknown,9,may,86,2,-1,0,unknown,失敗
49,management,married,secondary,いいえ,633,いいえ,はい,cellular,29,jul,249,6,-1,0,unknown,失敗
40,technician,married,secondary,いいえ,56,はい,はい,cellular,29,jan,194,1,247,1,failure,失敗
39,management,married,tertiary,いいえ,2810,いいえ,いいえ,unknown,9,jun,77,1,-1,0,unknown,失敗
57,admin.,married,secondary,いいえ,169,いいえ,いいえ,cellular,14,aug,180,1,106,2,failure,失敗
31,management,single,secondary,いいえ,0,いいえ,いいえ,cellular,18,aug,87,7,-1,0,unknown,失敗
48,management,divorced,tertiary,いいえ,-244,はい,いいえ,unknown,5,may,253,1,-1,0,unknown,失敗
43,technician,married,secondary,いいえ,422,はい,いいえ,cellular,12,may,181,2,300,1,failure,失敗
51,services,married,primary,いいえ,10150,はい,いいえ,cellular,26,aug,157,5,-1,0,unknown,失敗
33,blue-collar,married,primary,いいえ,28,いいえ,はい,cellular,5,feb,144,2,-1,0,unknown,失敗
35,blue-collar,married,secondary,いいえ,0,はい,いいえ,unknown,23,may,100,4,-1,0,unknown,失敗
33,technician,single,tertiary,いいえ,594,はい,はい,unknown,23,may,149,1,-1,0,unknown,失敗
49,blue-collar,divorced,primary,いいえ,912,いいえ,いいえ,unknown,20,jun,170,2,-1,0,unknown,失敗
33,technician,married,tertiary,いいえ,575,はい,いいえ,cellular,19,nov,76,1,-1,0,unknown,失敗
41,admin.,married,tertiary,いいえ,1287,いいえ,いいえ,unknown,16,jun,286,1,-1,0,unknown,失敗
34,technician,married,primary,いいえ,1301,いいえ,いいえ,cellular,2,feb,56,1,-1,0,unknown,失敗
31,services,single,tertiary,いいえ,620,いいえ,いいえ,cellular,11,aug,153,1,103,2,failure,失敗
48,admin.,single,secondary,いいえ,303,はい,はい,cellular,2,feb,142,1,189,4,failure,失敗
43,management,married,tertiary,いいえ,870,はい,はい,unknown,8,may,528,1,-1,0,unknown,失敗
29,blue-collar,single,secondary,いいえ,853,はい,いいえ,unknown,9,may,177,2,-1,0,unknown,失敗
34,blue-collar,married,primary,いいえ,333,はい,はい,cellular,11,may,63,1,-1,0,unknown,失敗
48,management,divorced,tertiary,いいえ,0,いいえ,いいえ,unknown,20,jun,26,3,-1,0,unknown,失敗
29,services,married,secondary,いいえ,417,はい,いいえ,cellular,28,jul,234,11,-1,0,unknown,失敗
47,blue-collar,married,primary,いいえ,362,はい,いいえ,cellular,18,aug,111,8,-1,0,unknown,失敗
35,self-employed,married,secondary,いいえ,188,はい,はい,unknown,5,jun,1865,2,-1,0,unknown,成功
37,technician,married,tertiary,いいえ,143,いいえ,いいえ,cellular,27,aug,57,6,-1,0,unknown,失敗
54,technician,married,secondary,いいえ,1299,はい,いいえ,cellular,25,may,104,1,-1,0,unknown,失敗
26,management,single,tertiary,いいえ,1004,はい,いいえ,unknown,30,may,228,2,-1,0,unknown,成功
32,blue-collar,single,secondary,いいえ,116,いいえ,いいえ,unknown,14,may,392,1,-1,0,unknown,失敗
55,retired,married,primary,いいえ,386,いいえ,はい,cellular,10,jul,136,1,-1,0,unknown,失敗
60,admin.,married,secondary,いいえ,4120,はい,はい,unknown,30,may,422,2,-1,0,unknown,失敗
32,services,single,secondary,いいえ,2459,はい,はい,unknown,23,may,162,1,-1,0,unknown,失敗
