年齢,職業,婚姻,学歴,平均残高,住宅ローン,個人ローン
59,management,married,secondary,32,False,False
60,technician,married,secondary,594,False,False
59,retired,divorced,primary,20,False,False
57,services,divorced,secondary,334,True,False
41,management,married,tertiary,472,True,False
40,self-employed,married,primary,624,False,False
43,management,married,tertiary,4923,True,False
39,technician,single,secondary,709,True,False
38,admin.,single,secondary,2246,True,False
33,blue-collar,married,secondary,17,False,False
50,management,married,tertiary,1612,True,False
41,technician,married,secondary,-215,False,True
46,blue-collar,married,secondary,190,False,True
35,services,single,secondary,25,True,False
33,management,married,tertiary,4054,True,False
37,blue-collar,married,secondary,2023,True,False
31,services,married,primary,46,False,False
36,admin.,single,secondary,9002,True,True
30,admin.,single,secondary,211,False,False
37,management,single,secondary,1981,False,False
32,blue-collar,single,secondary,1143,True,True
36,blue-collar,single,secondary,1127,True,False
36,entrepreneur,married,primary,3352,False,False
41,blue-collar,married,primary,76,False,True
30,management,married,tertiary,0,False,False
30,services,married,secondary,-298,False,True
45,entrepreneur,married,,3133,True,True
30,technician,single,tertiary,91,True,True
34,admin.,married,secondary,-33,True,True
42,blue-collar,divorced,secondary,898,True,False
43,self-employed,married,secondary,-1415,False,False
26,services,married,secondary,2063,True,True
45,admin.,single,secondary,205,False,True
35,blue-collar,divorced,primary,0,True,False
47,blue-collar,married,secondary,182,True,False
59,admin.,married,secondary,0,True,False
51,blue-collar,married,primary,0,True,False
29,technician,single,secondary,-33,False,True
39,blue-collar,married,primary,521,False,True
35,admin.,married,secondary,-428,True,True
29,blue-collar,married,secondary,0,False,False
52,services,married,secondary,2072,False,False
29,services,single,secondary,-293,False,True
43,management,married,tertiary,177,True,False
34,self-employed,married,tertiary,0,True,False
38,blue-collar,single,primary,1351,False,False
58,retired,divorced,secondary,439,False,True
46,management,married,tertiary,445,True,False
50,blue-collar,divorced,primary,-10,False,True
60,retired,divorced,tertiary,473,False,False
33,technician,married,tertiary,1746,True,False
48,blue-collar,divorced,secondary,4597,True,False
28,services,married,secondary,72,False,True
57,retired,married,tertiary,29,False,False
56,retired,divorced,secondary,-890,True,False
34,admin.,married,secondary,0,True,False
35,management,single,tertiary,292,False,True
47,technician,married,secondary,2246,True,False
41,blue-collar,married,secondary,5517,True,False
51,blue-collar,divorced,primary,1236,True,False
27,blue-collar,single,secondary,48,False,False
56,admin.,divorced,primary,0,False,True
42,,married,secondary,703,True,False
32,blue-collar,divorced,secondary,107,True,True
41,blue-collar,married,secondary,393,True,True
34,blue-collar,married,secondary,290,True,False
48,management,married,tertiary,0,True,False
36,management,married,tertiary,789,True,True
56,management,married,tertiary,1674,True,True
32,admin.,divorced,secondary,0,False,False
43,blue-collar,married,primary,1968,True,False
35,admin.,divorced,secondary,454,True,False
56,services,married,primary,966,False,True
32,services,single,secondary,-23,False,False
55,admin.,single,secondary,645,False,False
34,technician,single,secondary,0,False,False
38,management,divorced,tertiary,219,True,False
55,retired,married,primary,386,False,True
37,blue-collar,married,secondary,563,True,False
56,services,divorced,secondary,140,False,False
37,admin.,single,secondary,-261,False,True
51,admin.,divorced,secondary,520,False,True
40,blue-collar,married,secondary,2158,False,False
33,management,married,tertiary,91,False,False
37,entrepreneur,married,tertiary,227,True,False
33,blue-collar,single,secondary,-84,False,False
42,entrepreneur,divorced,tertiary,367,True,False
54,admin.,divorced,secondary,791,False,True
49,blue-collar,married,secondary,1127,True,True
35,blue-collar,married,primary,0,True,False
35,admin.,single,secondary,203,True,False
41,entrepreneur,divorced,secondary,-29,True,False
37,management,married,tertiary,15437,True,False
56,admin.,married,secondary,510,True,False
36,blue-collar,married,secondary,580,False,False
36,management,single,tertiary,1013,True,False
34,admin.,divorced,secondary,0,False,False
40,blue-collar,single,secondary,3571,True,False
34,blue-collar,single,secondary,0,True,False
34,self-employed,married,tertiary,870,False,False
38,admin.,married,secondary,260,True,False
39,technician,single,secondary,3,True,True
37,housemaid,married,primary,166,True,False
25,admin.,single,secondary,19,False,False
39,services,married,secondary,54,True,False
36,services,divorced,secondary,82,True,False
34,management,married,tertiary,580,True,False
39,management,married,tertiary,-4,False,False
33,blue-collar,married,secondary,1786,False,False
31,technician,married,secondary,0,True,True
60,retired,divorced,tertiary,2131,False,False
46,blue-collar,married,primary,-388,True,True
49,housemaid,married,primary,78,False,False
31,blue-collar,married,primary,2,True,True
56,retired,divorced,secondary,275,True,True
58,self-employed,married,secondary,9994,False,False
32,technician,married,secondary,0,True,True
30,services,single,secondary,85,True,False
29,self-employed,single,secondary,1186,False,False
28,admin.,single,secondary,-170,False,True
50,admin.,married,secondary,-130,True,False
60,management,married,tertiary,340,False,True
25,unemployed,married,tertiary,118,False,True
46,unemployed,married,tertiary,0,True,False
57,housemaid,married,secondary,158,True,False
26,technician,single,tertiary,170,True,False
57,admin.,married,secondary,2,False,False
56,retired,married,tertiary,89,False,False
56,management,married,tertiary,586,False,False
53,retired,married,primary,61,False,True
58,retired,married,secondary,1067,False,False
44,technician,married,secondary,2316,True,False
58,retired,divorced,primary,11,False,True
27,blue-collar,single,secondary,87,False,False
29,technician,single,secondary,1714,False,True
35,services,divorced,secondary,-504,False,False
59,blue-collar,divorced,,454,True,False
29,blue-collar,married,secondary,8,True,True
34,admin.,married,secondary,2378,True,True
30,entrepreneur,married,secondary,1160,False,True
25,blue-collar,single,secondary,1243,False,True
30,blue-collar,single,secondary,1598,True,False
54,management,married,tertiary,0,True,False
36,admin.,married,secondary,786,True,True
53,blue-collar,married,secondary,684,True,True
26,admin.,single,secondary,81,False,True
31,housemaid,married,secondary,0,True,False
33,management,married,tertiary,1163,True,False
32,blue-collar,married,secondary,0,False,False
45,admin.,married,secondary,1387,True,False
32,services,divorced,secondary,264,False,False
41,blue-collar,married,primary,54,True,False
37,blue-collar,divorced,secondary,-54,True,False
30,services,married,secondary,5,False,True
47,services,married,secondary,367,True,False
35,blue-collar,married,secondary,609,True,False
47,admin.,married,secondary,3386,False,True
59,technician,married,secondary,925,True,False
58,management,divorced,tertiary,0,False,False
57,admin.,divorced,secondary,658,False,False
38,management,married,tertiary,1722,True,False
34,management,married,secondary,5127,False,True
28,blue-collar,single,secondary,339,True,False
54,technician,married,secondary,-315,False,True
28,technician,married,tertiary,1198,False,True
37,blue-collar,married,secondary,0,False,True
34,management,single,tertiary,1171,True,False
59,management,married,secondary,0,False,True
29,admin.,married,secondary,795,True,True
46,blue-collar,married,secondary,-319,False,True
49,retired,married,primary,192,False,False
25,blue-collar,single,primary,2483,False,False
37,housemaid,single,primary,199,True,False
58,technician,married,secondary,201,False,False
37,unemployed,single,tertiary,0,True,False
30,technician,married,tertiary,1338,True,True
34,services,married,secondary,80,False,True
50,services,married,secondary,892,True,False
41,entrepreneur,divorced,tertiary,958,False,False
50,blue-collar,married,primary,888,False,True
44,admin.,single,secondary,-101,True,False
52,blue-collar,single,tertiary,-517,False,True
29,services,married,secondary,3,True,False
49,blue-collar,married,secondary,0,False,True
54,technician,divorced,secondary,136,False,True
46,blue-collar,married,primary,44,False,True
30,technician,married,tertiary,91,False,False
48,technician,married,secondary,454,True,False
49,technician,married,tertiary,2568,True,False
30,technician,single,secondary,-156,False,True
37,admin.,divorced,secondary,859,True,True
29,blue-collar,single,secondary,8079,False,True
41,blue-collar,married,primary,407,True,True
35,services,married,secondary,501,True,True
35,services,married,secondary,63,False,True
45,blue-collar,married,primary,1145,False,False
49,blue-collar,married,primary,305,True,True
51,self-employed,married,tertiary,126,True,False
45,retired,married,primary,-24,False,False
42,blue-collar,married,primary,-404,True,True
41,blue-collar,married,primary,362,False,False
27,student,single,secondary,106,True,False
36,blue-collar,married,secondary,576,True,False
46,technician,married,secondary,278,True,False
37,services,single,secondary,54,True,False
37,management,single,tertiary,159,False,True
33,admin.,married,secondary,89,False,False
37,blue-collar,married,secondary,456,False,True
41,technician,married,secondary,305,True,True
60,housemaid,married,primary,763,True,False
30,blue-collar,married,secondary,0,True,True
52,unemployed,married,primary,255,False,True
30,services,single,secondary,211,False,True
26,management,single,tertiary,45,False,False
37,services,divorced,secondary,135,False,False
46,blue-collar,married,primary,1,True,True
44,blue-collar,married,primary,6,False,False
29,technician,single,secondary,3527,False,True
26,services,single,secondary,235,False,False
33,blue-collar,married,secondary,66,False,False
31,student,married,primary,46,True,False
58,blue-collar,married,secondary,556,False,True
54,technician,married,secondary,89,True,False
39,management,married,tertiary,397,False,False
44,management,married,tertiary,284,True,True
32,management,single,tertiary,26,False,False
33,blue-collar,single,secondary,109,True,True
39,blue-collar,single,primary,1220,False,False
37,management,married,tertiary,1403,True,False
35,blue-collar,divorced,secondary,275,False,True
29,blue-collar,single,secondary,482,False,True
36,,single,primary,3415,False,False
25,student,single,tertiary,-113,False,False
41,entrepreneur,married,primary,1331,False,False
53,technician,married,,2242,False,False
53,entrepreneur,married,secondary,0,True,False
27,entrepreneur,married,tertiary,-23,False,False
29,management,married,tertiary,6586,False,False
52,blue-collar,married,primary,142,False,False
50,technician,married,secondary,4,False,False
33,admin.,married,secondary,13160,False,False
40,services,married,primary,352,True,False
41,blue-collar,married,primary,372,True,False
39,housemaid,married,primary,2460,False,False
29,admin.,married,secondary,111,False,True
41,technician,single,secondary,-618,True,True
30,admin.,single,tertiary,5,False,True
48,self-employed,married,secondary,-817,True,False
44,management,married,tertiary,756,True,False
56,blue-collar,single,primary,533,False,True
35,management,married,tertiary,0,False,False
59,management,married,tertiary,0,True,False
40,admin.,married,secondary,149,True,False
36,technician,married,secondary,3832,True,False
32,management,married,tertiary,1196,True,False
26,management,married,tertiary,17,False,True
28,blue-collar,single,secondary,455,True,False
38,blue-collar,married,secondary,50,True,True
51,management,divorced,tertiary,1988,True,False
40,self-employed,married,primary,42,False,False
32,self-employed,married,secondary,514,True,False
38,technician,single,secondary,373,True,False
26,housemaid,married,secondary,-759,True,False
54,management,married,tertiary,95,False,False
27,services,single,secondary,70,True,False
34,management,married,tertiary,-73,True,False
38,admin.,married,secondary,-728,True,False
36,technician,married,secondary,-456,True,False
33,blue-collar,married,secondary,0,True,True
59,admin.,divorced,tertiary,39,False,False
39,technician,married,secondary,37,True,True
38,technician,single,secondary,1932,True,False
51,technician,married,secondary,-192,True,False
37,blue-collar,single,secondary,1672,True,False
34,management,married,tertiary,161,True,False
34,blue-collar,married,primary,479,False,False
35,services,married,secondary,372,True,False
36,management,single,tertiary,1339,True,False
51,technician,divorced,secondary,550,True,False
27,admin.,married,secondary,941,True,False
37,technician,divorced,secondary,0,True,False
34,management,single,tertiary,1049,True,False
33,technician,married,tertiary,236,True,False
37,blue-collar,single,secondary,263,False,False
33,admin.,single,secondary,32,False,False
53,technician,divorced,secondary,447,True,True
38,technician,married,secondary,114,False,False
50,services,divorced,secondary,0,True,False
40,management,married,tertiary,-83,True,True
26,admin.,single,primary,528,True,True
31,entrepreneur,married,tertiary,0,True,True
55,housemaid,married,secondary,5,False,False
27,entrepreneur,single,tertiary,6,False,False
31,blue-collar,single,secondary,-161,False,False
50,services,married,secondary,-682,True,False
39,management,married,tertiary,710,True,False
51,technician,married,secondary,58,True,False
43,technician,married,secondary,-260,True,False
34,management,single,tertiary,9,False,False
53,management,married,tertiary,-670,False,True
60,services,divorced,primary,58,False,True
42,services,married,secondary,128,False,False
47,admin.,divorced,secondary,1139,True,False
27,admin.,single,secondary,428,False,True
38,technician,single,secondary,31,True,False
47,management,married,tertiary,761,True,False
46,blue-collar,married,primary,776,False,True
41,technician,married,secondary,-172,True,True
45,housemaid,married,secondary,0,False,False
55,management,married,tertiary,561,False,True
37,technician,married,secondary,407,True,False
37,technician,married,secondary,0,True,False
51,self-employed,single,tertiary,0,True,False
55,blue-collar,married,secondary,983,False,False
32,housemaid,divorced,secondary,0,True,False
58,management,single,tertiary,342,False,True
34,housemaid,divorced,primary,46,True,False
28,management,married,tertiary,17,True,False
47,services,married,secondary,1073,False,False
47,entrepreneur,married,tertiary,416,True,True
34,technician,married,,12,True,False
39,technician,single,secondary,671,False,True
57,retired,married,secondary,8,False,False
57,admin.,married,secondary,2518,True,False
32,entrepreneur,married,secondary,0,True,False
59,admin.,divorced,secondary,5,False,True
41,technician,divorced,secondary,1499,False,True
58,retired,married,secondary,100,True,False
49,blue-collar,married,secondary,3728,True,False
29,admin.,married,secondary,287,False,True
31,services,single,secondary,183,True,False
36,self-employed,married,secondary,611,False,False
56,technician,married,secondary,107,False,False
51,unemployed,married,tertiary,174,False,True
29,blue-collar,married,primary,243,False,True
34,blue-collar,married,secondary,406,False,True
39,admin.,married,secondary,401,True,False
34,admin.,married,secondary,444,True,False
33,self-employed,married,tertiary,1249,True,False
43,admin.,married,primary,392,True,True
42,admin.,married,secondary,645,True,True
34,blue-collar,married,secondary,-745,True,True
36,admin.,divorced,secondary,48,False,False
50,entrepreneur,married,secondary,0,True,False
34,admin.,married,secondary,3814,True,False
35,services,single,primary,167,False,True
38,entrepreneur,married,primary,-21,True,False
42,housemaid,married,primary,0,False,True
47,technician,married,secondary,-226,True,False
41,technician,married,tertiary,177,True,False
32,admin.,married,tertiary,0,True,True
48,admin.,divorced,secondary,0,False,True
44,services,married,secondary,-146,True,False
49,blue-collar,married,primary,0,False,False
46,admin.,married,,76,False,False
56,management,married,tertiary,-762,True,True
43,technician,married,secondary,0,True,False
46,technician,single,secondary,834,True,False
55,retired,married,secondary,991,False,False
35,management,single,tertiary,0,False,True
56,housemaid,married,primary,0,True,True
44,technician,married,tertiary,851,True,False
29,services,single,secondary,0,True,False
58,housemaid,divorced,primary,0,False,False
56,entrepreneur,married,tertiary,40,False,True
52,services,married,secondary,5,True,True
42,management,married,tertiary,484,True,False
58,admin.,married,secondary,0,True,False
35,admin.,single,secondary,141,False,False
32,self-employed,married,secondary,413,True,False
30,blue-collar,married,primary,35,True,False
50,management,married,tertiary,383,False,True
38,technician,single,tertiary,0,False,True
38,services,married,secondary,0,True,True
44,housemaid,married,primary,71,True,False
45,management,married,tertiary,2220,True,False
60,retired,divorced,secondary,1099,False,False
60,management,married,tertiary,2222,True,False
59,blue-collar,single,primary,-86,False,False
37,entrepreneur,married,tertiary,986,False,False
29,management,single,tertiary,983,True,False
49,blue-collar,single,secondary,-195,True,False
55,management,divorced,secondary,204,True,False
39,blue-collar,married,primary,0,True,False
37,management,married,tertiary,586,True,False
55,services,married,secondary,642,True,False
41,admin.,married,secondary,488,False,True
33,management,single,,1534,True,False
48,blue-collar,divorced,primary,0,False,False
32,management,married,tertiary,1660,True,False
27,entrepreneur,married,secondary,-36,False,True
59,retired,married,secondary,1250,False,True
52,management,married,tertiary,698,True,False
55,technician,divorced,tertiary,2848,True,True
42,admin.,single,secondary,426,True,False
59,retired,married,,178,True,False
40,entrepreneur,divorced,tertiary,1225,True,False
31,admin.,married,secondary,1661,True,False
37,services,married,secondary,-601,True,False
37,management,divorced,secondary,1448,True,False
26,housemaid,single,secondary,93,False,False
33,housemaid,married,primary,212,True,False
34,admin.,divorced,secondary,25,False,False
59,retired,married,secondary,3812,True,False
37,management,married,tertiary,466,True,False
47,technician,married,secondary,338,False,True
55,blue-collar,divorced,primary,410,False,True
28,blue-collar,married,primary,565,False,False
50,technician,single,tertiary,1840,True,False
40,admin.,single,secondary,-186,True,True
35,technician,married,secondary,0,False,False
54,retired,married,primary,0,True,False
35,services,married,tertiary,260,True,False
54,housemaid,married,primary,311,True,False
44,self-employed,married,tertiary,430,True,False
40,blue-collar,married,secondary,178,True,False
46,services,married,primary,830,True,True
34,blue-collar,married,secondary,157,True,False
49,technician,married,secondary,0,True,False
45,services,married,secondary,0,False,False
31,technician,single,tertiary,696,False,True
32,services,single,secondary,0,False,True
37,management,married,tertiary,3841,False,False
37,blue-collar,married,secondary,1059,True,False
40,entrepreneur,married,primary,0,True,False
36,technician,married,,756,False,False
45,blue-collar,married,,458,True,True
31,services,single,primary,-357,True,True
58,management,married,primary,2769,True,False
27,admin.,single,secondary,3638,False,False
44,admin.,married,secondary,1074,True,False
35,technician,married,secondary,483,True,False
50,services,married,secondary,5,False,True
25,admin.,single,secondary,184,False,True
36,blue-collar,married,primary,-608,True,False
39,entrepreneur,married,tertiary,83,True,False
38,blue-collar,married,secondary,84,False,True
42,housemaid,married,,302,True,False
32,services,married,,23,False,False
38,management,divorced,tertiary,349,True,False
35,management,married,tertiary,272,True,True
31,services,married,secondary,505,False,False
30,services,married,secondary,4,True,False
25,management,single,tertiary,10,False,False
47,technician,married,secondary,3466,True,False
31,blue-collar,divorced,secondary,916,True,True
29,admin.,married,secondary,93,True,True
44,management,married,secondary,0,True,False
35,admin.,married,secondary,-203,True,False
53,admin.,divorced,,257,False,False
46,blue-collar,married,secondary,853,False,False
36,blue-collar,married,secondary,-318,True,False
47,blue-collar,married,primary,3038,True,False
43,technician,divorced,secondary,73,True,False
39,management,married,secondary,-810,False,True
37,management,married,tertiary,0,True,False
33,technician,married,secondary,162,True,True
45,admin.,married,secondary,-388,True,False
29,services,married,secondary,10,True,False
35,blue-collar,married,secondary,1287,True,False
59,technician,married,secondary,1139,False,False
46,management,married,secondary,1299,True,False
39,admin.,married,secondary,186,True,False
58,admin.,married,secondary,821,True,True
33,blue-collar,married,secondary,-406,True,True
35,technician,married,secondary,0,False,False
49,blue-collar,married,primary,2356,False,True
55,services,divorced,secondary,935,False,False
31,management,single,tertiary,338,True,True
25,services,single,secondary,-41,False,True
43,blue-collar,married,secondary,500,True,False
34,management,married,tertiary,1906,True,False
25,blue-collar,single,secondary,-375,True,False
45,services,married,primary,132,False,False
52,blue-collar,single,primary,-2,False,False
29,technician,married,tertiary,138,True,True
32,admin.,divorced,secondary,187,True,False
47,technician,married,secondary,568,True,False
48,management,married,tertiary,58,False,True
45,technician,married,secondary,-149,True,False
30,services,divorced,secondary,-94,True,False
38,blue-collar,married,secondary,2283,True,False
45,blue-collar,married,primary,660,True,False
31,services,married,secondary,78,True,True
60,retired,married,secondary,2674,False,False
35,entrepreneur,married,tertiary,1859,True,False
36,admin.,single,secondary,0,True,False
50,admin.,married,secondary,3258,False,True
49,management,married,tertiary,176,True,True
44,entrepreneur,married,secondary,781,False,True
42,technician,married,secondary,682,True,False
33,services,single,tertiary,-104,False,True
41,technician,married,secondary,201,False,True
55,admin.,married,primary,343,True,False
37,self-employed,married,secondary,2575,True,False
48,blue-collar,married,,279,True,False
55,technician,divorced,secondary,225,False,True
29,blue-collar,single,primary,10,False,False
59,retired,single,secondary,-341,False,True
27,admin.,married,secondary,-517,True,False
40,services,married,secondary,900,True,True
37,blue-collar,married,primary,689,True,False
34,technician,married,secondary,800,True,False
33,blue-collar,single,secondary,179,False,False
28,technician,single,secondary,36,False,False
29,blue-collar,married,secondary,64,True,True
51,management,married,tertiary,248,True,True
58,blue-collar,married,primary,226,True,False
55,management,divorced,tertiary,481,True,False
31,technician,married,secondary,-160,True,False
44,management,single,tertiary,0,False,True
40,blue-collar,married,secondary,992,True,True
45,management,married,tertiary,706,True,True
60,blue-collar,married,secondary,1130,False,False
51,blue-collar,married,primary,0,True,False
30,technician,married,secondary,450,False,True
40,self-employed,married,secondary,1749,False,False
31,services,married,secondary,393,False,False
42,blue-collar,married,secondary,-336,True,False
56,retired,married,tertiary,142,False,True
35,housemaid,married,primary,1266,True,False
34,management,married,tertiary,0,False,True
53,management,married,,876,True,False
25,technician,married,secondary,-559,True,False
35,entrepreneur,married,secondary,2436,False,True
29,management,married,tertiary,581,True,True
32,blue-collar,married,secondary,-230,True,False
31,services,married,secondary,6,True,False
41,blue-collar,married,primary,1821,False,True
51,housemaid,married,primary,30,True,False
46,entrepreneur,married,tertiary,2262,False,False
44,blue-collar,married,secondary,476,False,False
30,self-employed,single,secondary,635,False,True
53,services,married,secondary,-391,False,False
32,management,married,tertiary,184,True,False
39,technician,single,secondary,287,True,False
60,retired,married,tertiary,0,False,False
28,services,married,secondary,7,True,True
55,blue-collar,married,secondary,34,True,True
43,services,married,secondary,-416,True,True
46,admin.,single,,2273,False,False
28,management,single,secondary,62,False,False
48,blue-collar,married,secondary,101,False,False
33,technician,single,secondary,390,True,False
32,management,married,tertiary,8300,False,True
46,management,married,tertiary,0,True,False
43,management,married,tertiary,0,False,False
32,management,married,tertiary,210,False,False
46,blue-collar,married,secondary,922,False,True
49,entrepreneur,married,secondary,1916,False,True
27,housemaid,married,primary,-238,False,False
33,entrepreneur,single,tertiary,75,True,False
34,management,single,tertiary,344,False,False
35,technician,married,secondary,1140,True,False
45,blue-collar,single,secondary,91,False,True
48,retired,married,secondary,67,False,False
48,management,married,tertiary,308,True,False
35,blue-collar,single,primary,-230,True,False
36,management,married,tertiary,0,True,True
59,retired,married,secondary,2291,False,True
43,blue-collar,single,tertiary,1344,True,False
36,management,married,tertiary,327,True,False
34,services,single,secondary,313,True,False
52,technician,married,tertiary,1416,True,False
60,management,divorced,primary,21,False,True
32,technician,single,tertiary,47,True,False
44,blue-collar,divorced,secondary,272,True,False
36,entrepreneur,married,tertiary,733,False,True
50,management,married,tertiary,1622,True,True
54,management,married,secondary,1987,False,False
32,admin.,married,secondary,-169,False,False
37,blue-collar,married,secondary,223,True,False
37,housemaid,married,primary,577,False,False
32,technician,married,secondary,396,True,False
32,blue-collar,married,secondary,596,True,False
28,technician,married,secondary,2919,True,False
33,blue-collar,married,secondary,0,True,False
47,admin.,single,secondary,-331,True,False
50,blue-collar,married,primary,1580,True,False
53,retired,divorced,primary,-24,False,True
38,technician,married,secondary,976,True,False
54,services,married,secondary,171,False,True
32,technician,married,tertiary,240,True,True
37,entrepreneur,married,tertiary,41,False,False
32,blue-collar,married,secondary,2353,True,True
54,admin.,divorced,,0,False,False
47,admin.,married,secondary,104,True,True
42,services,divorced,,-291,True,False
49,services,married,secondary,280,True,False
45,technician,divorced,secondary,-14,False,False
44,blue-collar,married,primary,3113,False,False
34,entrepreneur,married,tertiary,146,True,False
34,management,married,tertiary,-123,True,False
49,services,married,primary,784,True,False
42,services,married,secondary,-369,False,False
43,housemaid,married,primary,1491,False,False
40,blue-collar,single,primary,45,True,True
41,management,married,tertiary,783,True,False
47,management,divorced,tertiary,0,False,False
43,blue-collar,divorced,primary,-76,True,False
35,services,single,secondary,417,True,False
34,blue-collar,married,secondary,855,False,True
50,management,married,tertiary,6739,True,False
52,self-employed,married,secondary,248,False,True
32,management,married,tertiary,2,True,False
50,technician,married,secondary,85,False,False
40,blue-collar,married,secondary,1539,True,False
58,self-employed,married,tertiary,327,False,True
40,blue-collar,married,,0,True,False
29,technician,married,,627,True,False
30,blue-collar,single,secondary,0,True,False
50,technician,married,secondary,156,False,True
41,management,married,tertiary,3016,True,False
43,technician,single,secondary,145,False,False
57,admin.,married,secondary,808,False,False
45,technician,married,secondary,144,True,True
42,management,married,tertiary,831,True,False
53,management,married,tertiary,0,True,False
49,management,married,tertiary,261,False,False
27,admin.,married,secondary,639,False,True
57,retired,married,secondary,107,False,False
29,housemaid,married,secondary,85,True,False
33,services,married,secondary,0,True,False
43,unemployed,single,tertiary,408,False,False
35,blue-collar,married,secondary,-102,True,False
43,admin.,married,tertiary,189,True,False
52,technician,divorced,secondary,280,False,False
51,self-employed,married,tertiary,50,True,False
31,technician,married,secondary,0,False,False
31,management,married,tertiary,0,False,False
39,entrepreneur,married,tertiary,0,True,False
29,blue-collar,married,secondary,-191,False,True
57,technician,married,primary,1276,True,False
42,services,married,secondary,86,True,False
35,admin.,divorced,secondary,0,False,True
41,technician,married,secondary,-1,False,False
35,management,single,tertiary,31,True,False
41,services,divorced,secondary,0,False,False
30,blue-collar,single,secondary,332,False,False
52,technician,married,secondary,279,False,True
43,technician,married,primary,-441,True,False
37,technician,single,secondary,1780,False,False
57,retired,divorced,secondary,24,False,True
47,technician,married,secondary,0,False,False
43,services,married,secondary,778,False,False
54,retired,married,secondary,522,False,True
54,retired,divorced,primary,308,True,False
39,services,married,secondary,1068,True,False
37,technician,married,secondary,1328,True,False
33,admin.,single,secondary,-110,False,False
44,admin.,divorced,secondary,163,True,False
45,technician,single,secondary,1196,True,False
35,technician,married,secondary,0,False,False
53,blue-collar,married,secondary,2231,True,False
33,admin.,single,secondary,0,True,False
53,technician,single,tertiary,118,False,False
39,housemaid,married,primary,34,True,False
33,services,married,primary,908,True,True
53,management,divorced,tertiary,0,True,False
40,services,divorced,secondary,160,False,False
40,management,married,tertiary,0,False,False
51,management,divorced,tertiary,-2282,True,True
41,technician,divorced,tertiary,533,True,False
29,admin.,married,secondary,97,True,False
35,housemaid,married,primary,0,True,False
31,blue-collar,single,secondary,0,False,False
34,blue-collar,married,primary,351,False,True
43,technician,married,secondary,764,True,False
55,admin.,married,secondary,541,True,True
50,technician,married,secondary,2406,True,False
43,blue-collar,single,secondary,615,False,False
39,admin.,married,secondary,350,True,False
34,admin.,divorced,secondary,0,True,True
58,technician,single,secondary,409,False,True
28,management,divorced,secondary,-76,False,True
53,blue-collar,married,secondary,-162,True,False
30,technician,married,secondary,-287,True,False
51,services,divorced,secondary,242,False,True
50,management,married,tertiary,305,True,False
47,blue-collar,married,secondary,1875,True,False
55,entrepreneur,married,secondary,204,False,False
52,admin.,married,primary,0,True,False
31,management,married,tertiary,153,True,False
31,technician,married,secondary,1173,True,False
58,retired,married,primary,1987,False,False
32,technician,single,tertiary,418,False,True
50,technician,married,secondary,2,True,True
48,blue-collar,married,secondary,742,True,True
57,technician,divorced,secondary,-305,True,False
35,technician,married,secondary,0,True,False
31,technician,married,secondary,0,False,False
32,admin.,married,secondary,7522,True,False
36,housemaid,married,primary,4324,True,False
40,management,married,primary,-90,False,False
42,admin.,divorced,secondary,-249,True,False
51,technician,divorced,secondary,-406,False,True
36,blue-collar,married,primary,1580,True,False
39,blue-collar,married,secondary,498,True,False
39,blue-collar,married,secondary,142,False,True
47,entrepreneur,married,tertiary,3659,False,False
36,management,single,primary,51,False,False
37,admin.,married,secondary,0,True,False
37,services,married,secondary,0,True,False
59,blue-collar,married,primary,0,False,True
36,blue-collar,married,primary,223,True,False
31,admin.,married,secondary,23,False,False
48,housemaid,divorced,secondary,-621,False,True
46,blue-collar,married,secondary,211,True,False
29,services,single,secondary,184,False,False
36,blue-collar,married,secondary,-128,False,True
49,technician,married,secondary,204,False,True
39,technician,married,tertiary,0,True,False
38,blue-collar,single,tertiary,263,True,False
43,self-employed,married,secondary,274,False,False
33,admin.,married,secondary,1114,True,False
33,technician,married,tertiary,40,True,False
36,blue-collar,married,secondary,-194,True,False
34,services,married,secondary,0,True,False
27,admin.,divorced,secondary,0,False,True
40,admin.,married,secondary,79,True,False
44,housemaid,married,primary,241,True,False
29,technician,married,secondary,428,False,False
38,admin.,married,secondary,-295,False,False
27,blue-collar,divorced,secondary,1,True,False
30,entrepreneur,single,secondary,638,False,False
35,technician,divorced,secondary,-870,True,False
55,blue-collar,married,primary,284,False,True
29,blue-collar,married,secondary,2312,True,False
44,management,married,tertiary,58,True,False
35,services,married,secondary,819,True,False
47,management,married,primary,530,True,False
51,technician,married,tertiary,1537,False,True
48,blue-collar,single,secondary,339,False,True
28,admin.,married,secondary,0,True,True
52,blue-collar,divorced,secondary,0,False,True
41,blue-collar,married,secondary,514,False,True
40,blue-collar,divorced,secondary,-349,False,True
29,admin.,married,secondary,1,True,False
52,management,married,tertiary,25,False,True
37,technician,married,secondary,0,True,True
56,management,married,tertiary,1631,True,False
58,blue-collar,married,secondary,928,False,False
34,services,married,secondary,-353,True,False
59,housemaid,married,primary,37,False,True
33,entrepreneur,married,secondary,137,True,False
42,entrepreneur,married,secondary,324,True,False
59,management,married,tertiary,296,False,True
30,management,single,tertiary,13,False,False
51,housemaid,married,primary,382,False,True
37,blue-collar,married,secondary,0,True,False
42,technician,married,secondary,758,True,False
40,admin.,married,tertiary,0,True,False
52,technician,married,,370,True,False
29,entrepreneur,married,secondary,926,True,False
37,retired,divorced,secondary,79,False,False
