年齢,職業,婚姻,学歴,債務不履行,平均残高,住宅ローン,個人ローン,連絡手段,最終通話日,最終通話月,最終通話秒数,通話回数_販促中,前回販促後_経過日数,通話回数_販促前,前回販促結果,今回販促結果
33,technician,married,secondary,no,362,no,yes,cellular,26,aug,160,6,-1,0,unknown,no
34,technician,single,tertiary,yes,33,yes,yes,unknown,9,may,244,1,-1,0,unknown,no
47,blue-collar,married,unknown,no,306,yes,no,unknown,5,may,13,1,-1,0,unknown,no
36,unemployed,single,secondary,no,115,no,no,cellular,9,feb,71,2,-1,0,unknown,no
32,services,married,secondary,no,386,no,no,cellular,12,aug,305,3,104,1,failure,no
40,management,single,tertiary,no,89,yes,no,cellular,30,jul,96,6,-1,0,unknown,no
46,technician,single,secondary,no,3494,yes,no,unknown,20,jun,87,1,-1,0,unknown,no
63,retired,married,secondary,no,2896,no,no,cellular,4,mar,180,2,-1,0,unknown,yes
32,services,single,secondary,no,3993,no,no,cellular,22,may,148,2,-1,0,unknown,yes
54,housemaid,married,secondary,yes,0,no,no,cellular,30,apr,103,3,-1,0,unknown,no
48,management,married,tertiary,no,58,no,yes,cellular,14,jul,102,2,-1,0,unknown,no
42,technician,divorced,secondary,no,37,no,no,cellular,28,aug,28,16,-1,0,unknown,no
43,management,married,unknown,no,275,no,no,cellular,9,apr,109,2,339,2,failure,no
38,blue-collar,married,secondary,no,0,no,no,unknown,6,jun,361,1,-1,0,unknown,no
40,entrepreneur,married,secondary,no,1238,yes,no,telephone,21,jul,50,2,-1,0,unknown,no
43,admin.,single,secondary,no,733,yes,no,cellular,19,nov,1102,3,-1,0,unknown,yes
57,management,married,primary,no,687,yes,yes,telephone,21,jul,107,3,-1,0,unknown,no
36,admin.,married,secondary,no,953,yes,no,cellular,17,feb,38,1,-1,0,unknown,no
25,student,single,secondary,no,125,no,no,cellular,9,feb,215,1,92,2,success,yes
59,retired,married,secondary,no,524,no,no,cellular,28,jan,166,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,5,yes,yes,unknown,8,may,134,1,-1,0,unknown,no
35,management,married,secondary,no,674,no,no,cellular,8,aug,87,2,-1,0,unknown,no
29,admin.,married,secondary,no,187,yes,yes,cellular,24,jul,386,2,-1,0,unknown,no
48,admin.,single,secondary,no,3531,yes,no,cellular,20,apr,81,2,287,6,failure,no
26,technician,single,secondary,no,1231,yes,no,cellular,3,jun,385,2,96,5,success,yes
58,admin.,divorced,secondary,no,0,yes,no,cellular,2,feb,244,1,229,5,other,no
53,management,divorced,tertiary,no,93,no,no,cellular,30,jul,219,2,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,1649,no,yes,cellular,6,sep,218,2,432,3,success,no
41,unemployed,single,tertiary,no,7968,no,no,cellular,2,sep,404,1,184,4,success,yes
26,admin.,single,secondary,no,125,no,no,cellular,4,aug,92,1,118,6,other,no
37,unknown,single,unknown,no,414,yes,no,unknown,7,may,131,1,-1,0,unknown,no
28,technician,single,secondary,yes,-298,yes,no,unknown,3,jun,559,7,-1,0,unknown,no
33,management,single,tertiary,no,109,no,no,cellular,21,aug,122,5,-1,0,unknown,no
35,admin.,married,secondary,no,11,yes,no,cellular,23,jul,103,4,-1,0,unknown,no
44,management,married,primary,no,558,no,no,cellular,19,feb,268,5,-1,0,unknown,yes
30,blue-collar,married,primary,no,1,yes,yes,telephone,22,jul,80,2,-1,0,unknown,no
50,entrepreneur,divorced,tertiary,no,315,no,no,cellular,8,jan,249,1,119,1,failure,no
51,services,married,unknown,no,6451,no,no,telephone,19,nov,66,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,-132,no,no,unknown,8,may,12,1,-1,0,unknown,no
53,management,married,tertiary,no,1624,no,no,cellular,30,apr,284,3,84,3,success,yes
36,self-employed,married,secondary,no,0,yes,no,cellular,11,may,198,1,-1,0,unknown,no
30,technician,single,secondary,no,0,yes,no,unknown,6,may,369,1,-1,0,unknown,no
30,technician,married,secondary,no,854,yes,no,unknown,2,jun,163,2,-1,0,unknown,no
46,self-employed,married,primary,no,3262,no,no,cellular,14,aug,77,8,-1,0,unknown,no
60,admin.,married,unknown,no,2667,yes,no,unknown,15,may,140,1,-1,0,unknown,no
29,admin.,married,secondary,no,688,yes,no,unknown,21,may,211,1,-1,0,unknown,no
52,technician,married,secondary,no,195,yes,no,cellular,17,dec,110,2,205,3,failure,no
47,blue-collar,married,secondary,no,3237,yes,no,cellular,18,nov,38,1,187,3,failure,no
32,self-employed,married,tertiary,no,1918,no,no,cellular,28,jan,128,2,-1,0,unknown,no
47,admin.,married,secondary,no,3070,no,no,cellular,7,aug,663,4,-1,0,unknown,yes
52,technician,married,secondary,no,64,no,no,telephone,29,aug,20,2,-1,0,unknown,no
33,management,married,tertiary,no,1388,yes,no,cellular,31,may,158,1,202,3,failure,no
30,management,single,tertiary,no,424,no,no,cellular,16,apr,298,4,-1,0,unknown,yes
40,management,married,tertiary,no,2147,yes,no,unknown,30,may,115,1,-1,0,unknown,no
42,entrepreneur,married,secondary,no,-480,yes,yes,unknown,2,jun,351,6,-1,0,unknown,no
35,management,married,tertiary,no,0,yes,yes,cellular,25,jul,86,4,-1,0,unknown,no
33,technician,single,secondary,no,1327,yes,no,cellular,2,feb,20,7,-1,0,unknown,no
43,blue-collar,married,primary,no,8,no,no,telephone,7,jul,245,5,-1,0,unknown,no
32,self-employed,married,secondary,yes,9,no,no,cellular,21,aug,331,2,-1,0,unknown,no
36,management,single,tertiary,no,1743,yes,no,cellular,28,jul,428,2,-1,0,unknown,no
39,blue-collar,married,primary,no,499,yes,no,cellular,13,may,156,1,-1,0,unknown,no
36,entrepreneur,divorced,tertiary,no,299,yes,no,cellular,18,nov,583,2,-1,0,unknown,no
48,admin.,single,secondary,no,1234,yes,no,cellular,8,apr,188,1,-1,0,unknown,no
60,retired,divorced,secondary,no,4974,yes,no,cellular,15,may,80,4,-1,0,unknown,no
41,entrepreneur,married,tertiary,no,0,yes,no,telephone,24,jul,552,16,-1,0,unknown,no
45,blue-collar,married,secondary,no,146,yes,yes,unknown,5,jun,22,15,-1,0,unknown,no
35,management,single,tertiary,no,-202,yes,no,unknown,9,may,1461,2,-1,0,unknown,no
28,management,married,tertiary,no,318,yes,no,unknown,27,may,4,4,-1,0,unknown,no
25,technician,single,secondary,no,1833,yes,no,cellular,5,may,323,2,-1,0,unknown,no
58,technician,married,secondary,no,471,yes,yes,telephone,21,jul,61,1,-1,0,unknown,no
29,management,single,tertiary,no,3357,no,no,cellular,21,jul,120,3,-1,0,unknown,no
34,technician,married,secondary,no,2467,no,no,cellular,3,feb,368,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,9,yes,no,cellular,17,apr,334,2,-1,0,unknown,no
37,management,married,secondary,no,5447,yes,yes,cellular,17,nov,1789,1,-1,0,unknown,yes
39,management,married,tertiary,no,-190,no,yes,unknown,11,jun,893,8,-1,0,unknown,yes
37,technician,single,tertiary,no,1309,no,no,unknown,6,jun,442,2,-1,0,unknown,no
74,retired,married,primary,no,0,no,no,telephone,13,nov,332,2,92,2,success,no
49,housemaid,married,tertiary,no,50,yes,yes,cellular,29,jan,149,1,-1,0,unknown,no
29,management,married,tertiary,no,5698,no,no,cellular,25,jul,198,1,-1,0,unknown,no
50,blue-collar,married,primary,no,1290,yes,no,unknown,30,may,65,14,-1,0,unknown,no
29,services,married,secondary,no,376,no,yes,telephone,28,jan,49,3,183,4,failure,no
49,entrepreneur,single,tertiary,no,2209,no,no,cellular,18,aug,307,1,-1,0,unknown,no
38,management,married,tertiary,no,193,no,no,cellular,18,nov,191,1,-1,0,unknown,no
36,services,married,primary,no,0,yes,no,unknown,2,jun,1036,1,-1,0,unknown,yes
30,technician,single,secondary,no,23,yes,no,unknown,9,may,137,1,-1,0,unknown,no
68,retired,single,tertiary,no,2144,no,no,cellular,26,jan,708,1,96,3,success,yes
35,blue-collar,married,secondary,no,667,no,no,cellular,20,nov,178,1,-1,0,unknown,no
46,technician,divorced,secondary,no,741,yes,no,cellular,28,jan,83,1,258,1,other,no
37,blue-collar,single,secondary,no,111,yes,no,cellular,5,feb,60,2,272,2,failure,no
65,management,married,secondary,no,5251,no,no,telephone,14,apr,226,5,-1,0,unknown,no
24,services,single,secondary,no,1299,yes,yes,cellular,18,may,113,2,-1,0,unknown,no
42,services,married,secondary,no,1027,yes,no,telephone,16,apr,63,2,150,4,failure,no
30,blue-collar,single,secondary,no,214,yes,no,cellular,9,jul,364,1,-1,0,unknown,no
31,technician,single,secondary,no,279,no,no,cellular,12,aug,213,2,-1,0,unknown,no
26,services,single,secondary,no,136,no,no,cellular,20,apr,120,1,-1,0,unknown,yes
38,blue-collar,single,secondary,no,-1,yes,no,unknown,7,may,72,1,-1,0,unknown,no
43,unknown,married,secondary,no,703,yes,no,cellular,7,may,96,3,301,1,failure,no
36,management,married,tertiary,no,591,yes,no,cellular,25,aug,109,5,-1,0,unknown,no
31,management,single,tertiary,no,9629,no,no,cellular,3,jul,67,2,-1,0,unknown,no
31,management,divorced,tertiary,no,0,yes,no,unknown,7,may,953,3,-1,0,unknown,no
53,admin.,single,secondary,no,2398,yes,no,cellular,2,aug,317,1,180,2,failure,yes
42,services,single,secondary,no,247,yes,no,cellular,31,jul,114,2,-1,0,unknown,no
35,management,single,tertiary,no,620,yes,no,cellular,17,apr,57,2,-1,0,unknown,no
33,technician,single,secondary,no,268,yes,no,unknown,30,may,275,9,-1,0,unknown,no
33,blue-collar,married,primary,no,3074,no,no,cellular,18,nov,679,1,-1,0,unknown,no
40,self-employed,married,tertiary,no,355,yes,no,cellular,17,jul,1390,2,-1,0,unknown,no
32,technician,single,secondary,no,0,no,no,cellular,22,aug,114,2,-1,0,unknown,no
40,entrepreneur,single,secondary,no,5,no,yes,cellular,15,jul,117,3,-1,0,unknown,no
49,blue-collar,married,primary,no,198,yes,no,unknown,6,may,200,2,-1,0,unknown,no
32,technician,married,secondary,no,344,yes,yes,cellular,14,may,54,11,-1,0,unknown,no
48,management,single,tertiary,no,505,no,no,cellular,26,aug,320,5,-1,0,unknown,no
33,blue-collar,single,secondary,no,4464,yes,no,cellular,25,may,217,1,-1,0,unknown,no
44,services,married,secondary,no,-18,no,yes,cellular,23,jul,510,2,-1,0,unknown,no
36,admin.,divorced,primary,no,227,no,no,cellular,9,jul,185,1,-1,0,unknown,no
46,services,married,secondary,no,9,no,no,unknown,16,may,297,4,-1,0,unknown,no
55,blue-collar,married,secondary,no,1078,yes,yes,cellular,15,may,41,1,-1,0,unknown,no
43,management,married,tertiary,no,8,no,no,cellular,11,aug,95,4,-1,0,unknown,no
28,blue-collar,married,primary,no,5542,yes,no,cellular,16,apr,404,1,-1,0,unknown,no
60,retired,married,primary,no,566,no,yes,cellular,23,jul,423,1,-1,0,unknown,no
28,entrepreneur,married,tertiary,no,4064,no,yes,cellular,11,may,93,2,-1,0,unknown,no
30,entrepreneur,married,tertiary,no,93,yes,no,cellular,6,feb,146,4,-1,0,unknown,no
45,management,married,tertiary,no,-687,yes,yes,unknown,18,jun,92,2,-1,0,unknown,no
34,services,married,secondary,no,382,yes,yes,cellular,21,jul,149,7,-1,0,unknown,no
32,services,married,primary,no,228,yes,no,cellular,21,jul,1017,6,-1,0,unknown,yes
46,management,divorced,tertiary,no,665,yes,no,cellular,2,feb,158,2,207,1,other,no
35,blue-collar,married,unknown,no,-205,yes,no,unknown,23,may,147,14,-1,0,unknown,no
30,technician,single,tertiary,no,655,no,no,cellular,6,oct,384,2,-1,0,unknown,yes
44,blue-collar,married,primary,no,67,yes,no,unknown,6,may,220,2,-1,0,unknown,no
57,admin.,married,secondary,no,2,no,no,telephone,10,jul,144,2,-1,0,unknown,no
32,management,single,tertiary,no,46,no,no,cellular,21,aug,788,6,-1,0,unknown,yes
59,technician,married,secondary,no,10925,no,no,cellular,21,apr,100,1,-1,0,unknown,yes
40,blue-collar,married,secondary,no,925,yes,yes,unknown,20,jun,22,8,-1,0,unknown,no
35,blue-collar,married,secondary,no,527,yes,yes,unknown,7,may,143,1,-1,0,unknown,no
27,technician,single,secondary,no,235,yes,no,cellular,12,may,13,5,-1,0,unknown,no
38,services,married,secondary,no,-140,no,no,unknown,25,jun,456,3,-1,0,unknown,no
47,services,married,primary,no,222,yes,no,unknown,7,may,68,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,152,yes,no,cellular,23,jul,112,1,-1,0,unknown,no
34,management,single,secondary,no,516,yes,no,cellular,28,jul,292,2,-1,0,unknown,no
34,management,single,tertiary,no,0,yes,no,unknown,23,may,346,1,-1,0,unknown,no
35,admin.,single,secondary,no,0,yes,no,cellular,8,may,376,3,-1,0,unknown,no
32,blue-collar,divorced,secondary,no,98,yes,no,cellular,29,jan,364,2,-1,0,unknown,no
30,management,married,tertiary,no,877,no,no,cellular,13,aug,202,1,83,5,failure,no
28,technician,single,secondary,no,-125,yes,no,unknown,9,may,67,3,-1,0,unknown,no
32,admin.,married,secondary,no,9049,yes,no,cellular,21,nov,536,1,-1,0,unknown,no
25,technician,single,secondary,no,102,no,yes,cellular,8,jul,574,2,-1,0,unknown,yes
57,admin.,married,secondary,no,567,yes,no,cellular,2,feb,87,2,265,3,other,no
47,blue-collar,married,primary,yes,-1385,yes,yes,unknown,15,may,77,1,-1,0,unknown,no
31,management,single,secondary,no,202,yes,no,cellular,7,may,590,1,-1,0,unknown,no
42,admin.,married,secondary,no,12,yes,no,cellular,16,apr,466,4,-1,0,unknown,no
46,admin.,married,secondary,no,1252,yes,yes,cellular,17,nov,59,1,-1,0,unknown,no
42,technician,married,secondary,no,166,no,no,cellular,16,jul,319,5,-1,0,unknown,no
41,housemaid,single,primary,no,1179,yes,no,unknown,11,jun,950,4,-1,0,unknown,no
45,blue-collar,married,primary,no,-485,yes,no,cellular,7,aug,122,2,-1,0,unknown,no
30,services,married,secondary,no,114,no,no,cellular,20,aug,185,4,-1,0,unknown,no
41,services,married,unknown,no,4,no,no,unknown,6,may,284,2,-1,0,unknown,no
32,services,married,secondary,no,243,yes,yes,unknown,6,may,144,1,-1,0,unknown,no
46,unemployed,married,secondary,no,931,no,no,cellular,29,jul,156,5,-1,0,unknown,no
50,admin.,married,primary,no,429,no,no,unknown,29,may,60,2,-1,0,unknown,no
47,housemaid,single,primary,no,46,no,no,cellular,4,feb,371,1,-1,0,unknown,no
36,technician,married,secondary,no,1497,no,yes,cellular,21,nov,455,2,94,3,other,no
58,management,married,tertiary,no,2764,no,no,cellular,17,nov,235,1,-1,0,unknown,no
31,services,married,secondary,no,407,yes,no,cellular,15,apr,80,3,-1,0,unknown,no
56,blue-collar,divorced,secondary,no,9698,yes,no,cellular,20,apr,189,2,-1,0,unknown,no
29,student,single,tertiary,no,163,no,no,cellular,3,aug,249,1,-1,0,unknown,yes
51,admin.,married,primary,no,576,yes,no,cellular,23,jul,434,1,-1,0,unknown,no
43,management,married,tertiary,no,348,no,yes,cellular,15,jul,88,3,-1,0,unknown,no
43,technician,divorced,secondary,no,87,yes,no,cellular,28,jan,130,1,247,2,failure,no
48,services,married,secondary,no,1199,yes,no,unknown,13,may,76,1,-1,0,unknown,no
66,retired,married,secondary,no,3409,no,no,cellular,12,may,801,1,86,2,failure,no
55,management,married,tertiary,no,568,no,no,cellular,12,aug,940,10,-1,0,unknown,yes
32,blue-collar,married,primary,no,1504,yes,no,cellular,17,apr,131,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,2891,yes,no,cellular,7,may,293,1,-1,0,unknown,no
50,self-employed,married,tertiary,no,0,no,no,cellular,21,nov,37,2,-1,0,unknown,no
37,entrepreneur,married,unknown,no,1958,no,yes,cellular,23,jul,609,2,-1,0,unknown,no
48,technician,married,tertiary,no,658,yes,no,cellular,17,jul,89,1,-1,0,unknown,no
35,admin.,married,secondary,no,640,no,no,unknown,6,jun,461,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,757,yes,no,cellular,2,feb,133,1,272,1,failure,no
41,self-employed,married,secondary,no,305,yes,no,cellular,13,may,174,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,-10,yes,no,cellular,11,may,216,1,370,1,failure,no
60,technician,married,secondary,no,591,no,no,telephone,23,jul,248,2,-1,0,unknown,no
60,housemaid,married,primary,no,182,no,no,cellular,26,apr,166,5,181,5,failure,no
24,student,single,unknown,no,358,no,no,cellular,14,sep,407,2,92,2,success,no
44,services,single,secondary,no,5,no,no,cellular,21,jul,333,2,-1,0,unknown,no
47,technician,divorced,secondary,no,4135,yes,no,unknown,14,may,283,8,-1,0,unknown,no
44,blue-collar,married,primary,no,-11,yes,no,unknown,9,may,13,1,-1,0,unknown,no
51,technician,divorced,secondary,no,7928,yes,no,cellular,20,nov,124,1,-1,0,unknown,no
55,admin.,married,secondary,no,1232,no,no,cellular,27,aug,97,7,-1,0,unknown,no
40,admin.,married,secondary,no,1060,yes,no,cellular,17,apr,14,3,-1,0,unknown,no
45,services,single,secondary,no,1378,yes,no,cellular,15,may,25,5,372,2,failure,no
32,blue-collar,married,secondary,no,1197,yes,yes,unknown,16,may,241,1,-1,0,unknown,no
32,services,married,secondary,no,1670,no,no,cellular,13,may,223,1,299,2,failure,no
35,management,married,tertiary,no,641,yes,no,cellular,12,may,41,1,-1,0,unknown,no
50,entrepreneur,married,tertiary,no,52,no,no,cellular,31,jul,22,8,-1,0,unknown,no
59,management,divorced,tertiary,no,3368,no,no,cellular,14,aug,260,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,29,yes,yes,cellular,31,jul,345,1,-1,0,unknown,no
40,services,married,secondary,no,884,no,no,cellular,15,jul,166,4,-1,0,unknown,no
46,unknown,single,secondary,no,0,no,no,unknown,17,jun,156,4,-1,0,unknown,no
66,management,single,tertiary,no,6483,no,no,cellular,13,aug,275,1,-1,0,unknown,no
28,admin.,single,secondary,no,-36,yes,no,cellular,18,may,379,1,-1,0,unknown,no
31,management,married,tertiary,no,256,yes,no,cellular,7,jul,28,24,-1,0,unknown,no
61,retired,married,secondary,no,296,no,no,unknown,17,jun,18,1,-1,0,unknown,no
52,management,single,tertiary,no,2076,yes,no,unknown,29,may,112,1,-1,0,unknown,no
33,management,married,tertiary,no,3301,yes,no,cellular,15,may,536,2,-1,0,unknown,no
55,admin.,single,secondary,no,802,yes,yes,unknown,5,may,100,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,1539,yes,no,cellular,21,nov,139,6,130,3,failure,no
49,admin.,married,secondary,no,0,no,no,cellular,7,aug,301,2,-1,0,unknown,no
38,admin.,single,tertiary,no,3954,yes,no,cellular,10,feb,201,1,182,3,failure,no
32,management,married,tertiary,no,1402,no,no,unknown,1,jun,52,1,557,2,failure,no
31,blue-collar,single,secondary,no,-366,yes,no,cellular,19,nov,313,1,180,1,other,no
34,technician,single,secondary,no,0,no,no,cellular,19,aug,130,2,-1,0,unknown,no
40,management,single,tertiary,no,3877,yes,no,unknown,6,may,145,1,-1,0,unknown,no
43,self-employed,married,tertiary,no,819,no,no,unknown,20,jun,285,4,-1,0,unknown,no
35,entrepreneur,married,secondary,no,24,yes,no,cellular,17,nov,128,1,181,1,failure,no
46,admin.,married,secondary,no,196,yes,no,telephone,14,may,29,2,-1,0,unknown,no
56,admin.,married,unknown,no,1848,yes,no,cellular,4,feb,147,2,260,1,failure,no
31,technician,married,secondary,no,310,yes,no,cellular,17,apr,334,2,240,2,failure,no
38,self-employed,married,tertiary,no,656,yes,no,cellular,22,aug,508,7,-1,0,unknown,no
27,unemployed,single,secondary,no,1972,no,no,cellular,6,apr,97,1,-1,0,unknown,no
33,technician,married,secondary,no,79,yes,no,cellular,18,aug,170,6,-1,0,unknown,no
28,management,single,tertiary,no,187,yes,no,cellular,22,jul,263,2,-1,0,unknown,no
26,student,single,tertiary,no,251,yes,no,cellular,18,may,12,5,-1,0,unknown,no
32,blue-collar,married,secondary,no,0,yes,no,unknown,7,may,298,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,159,yes,yes,unknown,30,may,251,2,-1,0,unknown,no
51,management,married,tertiary,no,-20,no,no,cellular,19,nov,139,3,-1,0,unknown,no
42,management,married,secondary,no,-189,yes,no,unknown,12,may,247,2,-1,0,unknown,no
53,entrepreneur,married,secondary,no,288,no,no,unknown,6,may,69,1,-1,0,unknown,no
38,services,married,unknown,no,4644,yes,no,telephone,18,nov,55,2,-1,0,unknown,no
40,blue-collar,married,primary,no,1802,yes,no,cellular,17,apr,326,1,319,1,failure,no
42,management,married,tertiary,no,36,no,no,cellular,14,aug,366,2,-1,0,unknown,no
59,admin.,married,secondary,no,2381,no,no,cellular,30,apr,173,2,-1,0,unknown,no
39,blue-collar,married,primary,no,3419,yes,no,cellular,13,may,155,1,327,5,failure,no
51,admin.,married,secondary,no,21,no,yes,cellular,13,aug,157,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,923,yes,no,unknown,14,may,249,2,-1,0,unknown,no
38,services,married,secondary,no,5293,yes,no,cellular,11,may,475,1,171,6,failure,yes
31,blue-collar,single,secondary,no,-2,no,yes,cellular,7,jul,221,2,-1,0,unknown,no
41,self-employed,single,tertiary,no,1616,no,no,telephone,28,jan,229,1,184,7,success,no
41,technician,divorced,secondary,no,75,no,no,cellular,20,aug,351,2,-1,0,unknown,no
42,blue-collar,married,primary,no,244,yes,no,cellular,16,apr,403,1,-1,0,unknown,no
33,management,single,tertiary,no,7419,yes,no,cellular,15,may,21,8,331,29,failure,no
56,services,married,secondary,no,6503,yes,yes,cellular,18,may,27,6,-1,0,unknown,no
56,retired,married,secondary,no,3690,yes,yes,unknown,16,may,178,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,222,yes,no,cellular,15,may,7,6,357,1,failure,no
42,management,married,tertiary,no,477,yes,no,unknown,5,jun,517,3,-1,0,unknown,no
35,technician,single,secondary,no,-51,no,no,unknown,2,jul,134,2,-1,0,unknown,no
32,admin.,married,tertiary,no,118,no,no,cellular,21,nov,383,4,176,10,failure,no
39,technician,single,secondary,no,69,no,no,cellular,26,aug,183,3,-1,0,unknown,no
40,blue-collar,married,secondary,no,275,yes,no,cellular,1,feb,196,2,-1,0,unknown,no
53,technician,married,secondary,no,4807,no,no,telephone,19,feb,255,3,-1,0,unknown,no
33,admin.,married,secondary,no,730,yes,no,unknown,20,may,70,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,863,yes,no,cellular,14,apr,565,2,-1,0,unknown,no
37,admin.,married,secondary,no,637,no,no,unknown,5,jun,1084,1,-1,0,unknown,no
57,management,married,tertiary,no,17118,yes,no,cellular,21,nov,102,1,-1,0,unknown,no
47,services,married,secondary,no,1717,no,no,cellular,20,aug,216,9,-1,0,unknown,no
40,management,married,secondary,no,9047,yes,no,cellular,21,nov,527,1,95,2,other,no
55,retired,divorced,primary,no,1174,yes,no,cellular,18,nov,245,1,-1,0,unknown,no
37,admin.,married,secondary,no,0,yes,no,cellular,2,jun,107,1,-1,0,unknown,yes
35,unknown,married,primary,no,634,no,no,cellular,7,jul,185,2,-1,0,unknown,no
43,entrepreneur,married,secondary,no,128,yes,no,telephone,7,jul,122,2,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,1817,yes,no,cellular,28,jul,1096,4,-1,0,unknown,yes
33,management,married,tertiary,no,307,no,no,unknown,16,may,806,4,-1,0,unknown,no
38,technician,married,unknown,no,90,yes,yes,unknown,8,may,20,2,-1,0,unknown,no
39,management,married,tertiary,no,198,no,no,cellular,8,jul,665,1,-1,0,unknown,no
39,technician,single,secondary,no,1022,yes,no,unknown,20,may,1410,2,-1,0,unknown,yes
51,management,married,tertiary,no,10995,yes,no,cellular,19,nov,220,2,-1,0,unknown,no
53,blue-collar,married,primary,no,38,no,yes,cellular,15,jul,321,5,-1,0,unknown,no
37,technician,married,secondary,no,101,no,no,cellular,17,jul,130,1,-1,0,unknown,no
40,management,married,secondary,no,4396,no,no,cellular,12,aug,432,3,-1,0,unknown,yes
65,retired,married,primary,no,1343,no,no,telephone,2,feb,468,2,-1,0,unknown,no
35,admin.,married,secondary,no,437,yes,no,cellular,17,apr,123,1,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,181,no,no,unknown,12,jun,89,6,-1,0,unknown,no
21,student,single,secondary,no,57,no,no,unknown,4,oct,9,1,-1,0,unknown,no
38,services,married,secondary,no,133,yes,no,unknown,27,may,267,1,-1,0,unknown,no
60,technician,married,secondary,no,1740,no,no,cellular,13,mar,296,2,-1,0,unknown,yes
55,management,married,tertiary,no,913,no,no,unknown,17,jun,462,5,-1,0,unknown,no
31,admin.,single,secondary,no,5248,no,yes,cellular,23,jul,368,1,-1,0,unknown,no
30,management,single,tertiary,no,2544,no,no,cellular,9,apr,152,2,-1,0,unknown,yes
28,admin.,single,secondary,no,520,yes,no,cellular,15,jun,29,1,-1,0,unknown,no
47,blue-collar,married,primary,no,554,yes,no,unknown,4,jun,69,1,-1,0,unknown,no
24,services,single,secondary,yes,-122,yes,no,unknown,13,may,1000,1,-1,0,unknown,yes
28,student,single,secondary,no,11555,no,no,cellular,8,apr,125,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,794,no,no,cellular,11,aug,135,6,-1,0,unknown,no
23,technician,single,unknown,no,231,yes,no,cellular,7,may,560,3,367,1,other,no
49,blue-collar,married,secondary,no,-55,no,no,unknown,17,jun,150,3,-1,0,unknown,no
44,entrepreneur,married,secondary,no,-20,no,no,unknown,28,may,167,3,-1,0,unknown,no
52,admin.,single,secondary,no,2332,no,no,cellular,29,jul,108,2,-1,0,unknown,no
36,management,married,tertiary,no,144,yes,no,unknown,6,may,164,2,-1,0,unknown,no
30,unknown,single,unknown,no,6929,no,no,cellular,19,nov,341,1,-1,0,unknown,no
46,unemployed,married,secondary,no,2017,yes,no,cellular,19,nov,161,1,-1,0,unknown,no
46,unknown,single,primary,no,10,no,no,unknown,18,jun,64,6,-1,0,unknown,no
53,admin.,married,secondary,no,8449,no,no,cellular,12,aug,123,2,-1,0,unknown,no
32,services,married,secondary,no,3839,yes,no,unknown,13,may,76,1,-1,0,unknown,no
54,management,married,primary,no,621,no,yes,cellular,9,jul,180,1,-1,0,unknown,no
28,management,married,tertiary,no,1109,yes,no,cellular,27,may,89,4,310,5,failure,no
37,admin.,single,tertiary,no,2317,yes,no,cellular,20,apr,114,1,152,2,failure,no
46,unemployed,divorced,secondary,no,41,yes,no,unknown,12,may,249,4,-1,0,unknown,no
30,blue-collar,married,secondary,no,365,no,no,unknown,1,jul,381,4,-1,0,unknown,no
28,admin.,married,secondary,no,1119,yes,no,cellular,12,may,74,1,-1,0,unknown,no
54,retired,divorced,primary,no,22,no,no,unknown,20,jun,23,4,-1,0,unknown,no
33,management,married,secondary,no,56,yes,no,unknown,21,may,255,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,1875,yes,no,cellular,14,jul,157,3,-1,0,unknown,no
35,services,married,tertiary,no,1359,no,no,unknown,17,jun,585,2,-1,0,unknown,no
37,unemployed,single,secondary,no,1354,yes,no,unknown,4,jun,207,4,-1,0,unknown,no
48,technician,married,unknown,no,67,yes,no,unknown,14,may,328,4,-1,0,unknown,no
33,admin.,single,secondary,no,3160,no,no,unknown,18,jun,719,13,-1,0,unknown,no
28,unemployed,single,tertiary,no,7,no,no,cellular,8,nov,20,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,54,yes,no,unknown,5,may,197,1,-1,0,unknown,no
41,management,married,tertiary,no,2031,yes,no,unknown,20,jun,7,3,-1,0,unknown,no
38,management,divorced,tertiary,no,714,yes,no,cellular,7,apr,163,2,-1,0,unknown,no
56,technician,married,secondary,no,654,yes,yes,unknown,16,jun,62,2,-1,0,unknown,no
45,admin.,married,secondary,no,1097,yes,yes,cellular,9,jul,180,1,-1,0,unknown,no
58,retired,married,unknown,no,937,no,no,cellular,5,aug,155,1,-1,0,unknown,no
